"STATE/UT","CRIME HEAD","YEAR","Below 18 Years","Between 18-30 Years","Between 30-45 Years","Between 45-60 Years","Above 60 Years","Total"
"HIMACHAL PRADESH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"KARNATAKA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"KERALA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"MADHYA PRADESH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,4,0,0,0,4
"MAHARASHTRA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"MANIPUR","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"RAJASTHAN","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,1,0,1
"UTTARAKHAND","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (STATES)","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,4,0,1,0,5
"A & N ISLANDS","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"DELHI","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"LAKSHADWEEP","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","OBTAINING LICENCE OR DIGITAL SIGNATURE CERTIFICATE BY MISREPRESENTATION OR SUPPRESSION OF FACT (SECTION 71 IT ACT)",2012,0,4,0,1,0,5
"ANDHRA PRADESH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"ASSAM","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"GOA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"HARYANA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"KARNATAKA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"KERALA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"MADHYA PRADESH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"MAHARASHTRA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"MANIPUR","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"RAJASTHAN","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"UTTARAKHAND","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (STATES)","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"A & N ISLANDS","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"DELHI","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"LAKSHADWEEP","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","PUBLISHING FALSE DIGITAL SIGNATURE CERTIFICATE (SECTION 73 IT ACT)",2012,0,0,0,0,0,0
"ANDHRA PRADESH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"ASSAM","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"GOA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"HARYANA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"KARNATAKA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,3,0,0,3
"KERALA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"MADHYA PRADESH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"MAHARASHTRA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"MANIPUR","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"RAJASTHAN","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"UTTARAKHAND","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (STATES)","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,3,0,0,3
"A & N ISLANDS","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"DELHI","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"LAKSHADWEEP","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","FRAUD DIGITAL SIGNATURE CERTIFICATE (SECTION 74 IT ACT)",2012,0,0,3,0,0,3
"ANDHRA PRADESH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,4,0,0,0,4
"ARUNACHAL PRADESH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"ASSAM","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"BIHAR","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"CHHATTISGARH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"GOA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"GUJARAT","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"HARYANA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"JHARKHAND","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,1,0,0,0,1
"KARNATAKA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,1,3,0,0,0,4
"KERALA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,4,2,1,0,7
"MADHYA PRADESH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"MAHARASHTRA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,2,0,0,0,2
"MANIPUR","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"MEGHALAYA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"MIZORAM","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"NAGALAND","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"ORISSA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"PUNJAB","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,1,0,0,1
"RAJASTHAN","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"SIKKIM","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"TAMIL NADU","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"TRIPURA","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"UTTAR PRADESH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,1,0,0,0,1
"UTTARAKHAND","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"WEST BENGAL","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,2,0,0,0,2
"TOTAL (STATES)","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,1,17,3,1,0,22
"A & N ISLANDS","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"CHANDIGARH","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"D & N HAVELI","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"DAMAN & DIU","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"DELHI","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"LAKSHADWEEP","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"PUDUCHERRY","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (UTs)","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","BREACH OF CONFIDENTIALITY OR PRIVACY (SECTION 72 IT ACT)",2012,1,17,3,1,0,22
"ANDHRA PRADESH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"ASSAM","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"BIHAR","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"CHHATTISGARH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"GOA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"GUJARAT","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"HARYANA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"HIMACHAL PRADESH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"JAMMU & KASHMIR","OTHER SECTIONS OF IT ACT",2012,0,2,0,0,0,2
"JHARKHAND","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"KARNATAKA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"KERALA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"MADHYA PRADESH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"MAHARASHTRA","OTHER SECTIONS OF IT ACT",2012,4,79,36,13,0,132
"MANIPUR","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"MEGHALAYA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"MIZORAM","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"NAGALAND","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"ORISSA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"PUNJAB","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"RAJASTHAN","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"SIKKIM","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"TAMIL NADU","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"TRIPURA","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"UTTAR PRADESH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"UTTARAKHAND","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"WEST BENGAL","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"TOTAL (STATES)","OTHER SECTIONS OF IT ACT",2012,4,81,36,13,0,134
"A & N ISLANDS","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"CHANDIGARH","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"D & N HAVELI","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"DAMAN & DIU","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"DELHI","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"LAKSHADWEEP","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"PUDUCHERRY","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"TOTAL (UTs)","OTHER SECTIONS OF IT ACT",2012,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","OTHER SECTIONS OF IT ACT",2012,4,81,36,13,0,134
"ANDHRA PRADESH","TOTAL IT ACT",2012,0,125,35,10,0,170
"ARUNACHAL PRADESH","TOTAL IT ACT",2012,0,0,3,3,0,6
"ASSAM","TOTAL IT ACT",2012,0,5,0,0,0,5
"BIHAR","TOTAL IT ACT",2012,0,14,3,0,0,17
"CHHATTISGARH","TOTAL IT ACT",2012,4,25,2,0,0,31
"GOA","TOTAL IT ACT",2012,1,3,5,1,0,10
"GUJARAT","TOTAL IT ACT",2012,1,41,23,7,0,72
"HARYANA","TOTAL IT ACT",2012,0,12,12,1,0,25
"HIMACHAL PRADESH","TOTAL IT ACT",2012,3,19,1,2,0,25
"JAMMU & KASHMIR","TOTAL IT ACT",2012,0,11,6,0,0,17
"JHARKHAND","TOTAL IT ACT",2012,0,8,0,0,0,8
"KARNATAKA","TOTAL IT ACT",2012,3,35,24,4,0,66
"KERALA","TOTAL IT ACT",2012,15,81,44,11,0,151
"MADHYA PRADESH","TOTAL IT ACT",2012,13,105,32,2,0,152
"MAHARASHTRA","TOTAL IT ACT",2012,9,215,75,24,1,324
"MANIPUR","TOTAL IT ACT",2012,0,0,0,0,0,0
"MEGHALAYA","TOTAL IT ACT",2012,0,0,0,0,0,0
"MIZORAM","TOTAL IT ACT",2012,0,0,0,0,0,0
"NAGALAND","TOTAL IT ACT",2012,0,0,0,0,0,0
"ORISSA","TOTAL IT ACT",2012,0,0,1,0,0,1
"PUNJAB","TOTAL IT ACT",2012,0,22,56,8,0,86
"RAJASTHAN","TOTAL IT ACT",2012,13,55,18,4,0,90
"SIKKIM","TOTAL IT ACT",2012,0,0,0,0,0,0
"TAMIL NADU","TOTAL IT ACT",2012,1,20,8,3,1,33
"TRIPURA","TOTAL IT ACT",2012,0,7,3,0,0,10
"UTTAR PRADESH","TOTAL IT ACT",2012,0,60,47,4,1,112
"UTTARAKHAND","TOTAL IT ACT",2012,0,2,0,0,0,2
"WEST BENGAL","TOTAL IT ACT",2012,2,43,22,6,0,73
"TOTAL (STATES)","TOTAL IT ACT",2012,65,908,420,90,3,1486
"A & N ISLANDS","TOTAL IT ACT",2012,0,0,0,0,0,0
"CHANDIGARH","TOTAL IT ACT",2012,0,3,2,0,0,5
"D & N HAVELI","TOTAL IT ACT",2012,0,0,0,0,0,0
"DAMAN & DIU","TOTAL IT ACT",2012,0,0,0,0,0,0
"DELHI","TOTAL IT ACT",2012,0,17,10,0,0,27
"LAKSHADWEEP","TOTAL IT ACT",2012,0,0,0,0,0,0
"PUDUCHERRY","TOTAL IT ACT",2012,0,0,4,0,0,4
"TOTAL (UTs)","TOTAL IT ACT",2012,0,20,16,0,0,36
"TOTAL (ALL-INDIA)","TOTAL IT ACT",2012,65,928,436,90,3,1522
"ANDHRA PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2012,0,0,0,0,0,0
"ARUNACHAL PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2012,0,0,0,0,0,0
